site_name,butterfly_code,genus_sp,forest_type
pr09,130,Colobura_dirce,primary
pr09,131,Archaeoprepona_demophon,primary
pr09,132,Archaeoprepona_demophon,primary
pr10,133,Temenis_laothoe,primary
pr10,134,Hypna_clytemnestra,primary
pr10,135,Archaeoprepona_demophon,primary
pr10,136,Catonephele_orites,primary
pr10,137,Temenis_laothoe,primary
pr10,138,Adelpha _,primary
pr11,139,Archaeoprepona_amphimachus,primary
pr11,140,Archaeoprepona_meander,primary
pr11,141,Catoblepia_soranus,primary
pr11,142,Morpho_helenor,primary
pr11,143,Taygetis_cleopatra,primary
pr12,144,Colobura_dirce,primary
pr12,145,Opsiphanes_cassiae,primary
pr12,146,Chloreuptychia_herseis,primary
pr12,147,Temenis_laothoe,primary
pr12,148,Taygetis_cleopatra,primary
pr12,149,Temenis_laothoe,primary
pr12,150,Archaeoprepona_demophon,primary
pr11,151,Catoblepia_soranus,primary
pr11,152,Opsiphanes_invirae,primary
pr11,153,Magneuptychia_fugitiva,primary
pr11,154,Catoblepia_soranus,primary
pr13,155,Heliconius _numata,primary
pr13,156,Morpho_menelaus,primary
pr13,157,Colobura_dirce,primary
pr13,158,Morpho_helenor,primary
pr13,159,Catonephele_orites,primary
pr13,160,Colobura_dirce,primary
pr13,161,Catoblepia_soranus,primary
pr13,162,Catoblepia_soranus,primary
pr14,163,Tigridia_acesta,primary
pr14,164,Taygetis_cleopatra,primary
pr14,165,Colobura_dirce,primary
pr14,166,Archaeoprepona_demophon,primary
pr14,167,Archaeoprepona_demophon,primary
pr14,168,Colobura_dirce,primary
pr13,172,Nessaea_obrinus,primary
pr13,173,Heliconius _numata,primary
pr13,174,Prepona_pheridamas,primary
pr13,175,Taygetis_cleopatra,primary
pr19,178,Zaretis_itys,primary
pr19,179,Morpho_helenor,primary
pr19,180,Zaretis_isidora,primary
pr19,181,Prepona_pheridamas,primary
pr19,182,Colobura_dirce,primary
pr19,183,Archaeoprepona_amphimachus,primary
pr19,184,Tigridia_acesta,primary
pr20,185,Archaeoprepona_meander,primary
pr09,187,Opsiphanes_invirae,primary
pr09,188,Archaeoprepona_demophon,primary
pr09,189,Catonephele_orites,primary
pr09,190,Morpho_helenor,primary
pr10,191,Archaeoprepona_licomedes,primary
pr10,192,Bia_actorion,primary
pr10,193,Archaeoprepona_licomedes,primary
pr10,194,Catoblepia_soranus,primary
pr10,196,Zaretis_isidora,primary
pr10,197,Heliconius _wallacei,primary
pr10,198,Catonephele_orites,primary
pr10,199,Catonephele_orites,primary
pr11,200,Zaretis_isidora,primary
pr11,201,Catoblepia_soranus,primary
pr11,202,Taygetis_cleopatra,primary
pr11,203,Nessaea_obrinus,primary
pr11,204,Catoblepia_berecynthia,primary
pr11,205,Archaeoprepona_licomedes,primary
pr12,206,Temenis_laothoe,primary
pr12,207,Chloreuptychia_agatha,primary
pr12,208,Taygetis_sosis,primary
pr12,210,Prepona_pheridamas,primary
pr12,209,Nessaea_obrinus,primary
pr12,212,Archaeoprepona_demophon,primary
pr12,213,Prepona_pheridamas,primary
pr12,214,Pyrrhogyra_edocla,primary
pr12,215,Colobura_dirce,primary
pr12,216,Catoblepia_berecynthia,primary
pr12,217,Tigridia_acesta,primary
pr12,218,Cartea_vitula,primary
pr11,219,Catoblepia_berecynthia,primary
pr11,220,Heliconius _numata,primary
pr11,221,Euselasia_orba,primary
pr13,222,Prepona_pheridamas,primary
pr14,224,Morpho_menelaus,primary
pr14,225,Prepona_pheridamas,primary
pr14,226,Colobura_dirce,primary
pr14,227,Memphis_,primary
pr13,228,Pseudodebis_valentina,primary
pr13,229,Opsiphanes_cassiae,primary
pr13,230,Catoblepia_soranus,primary
pr13,233,Archaeoprepona_demophon,primary
pr13,234,Tigridia_acesta,primary
pr19,235,Prepona_amydon,primary
pr19,236,Colobura_dirce,primary
pr19,237,Colobura_dirce,primary
pr19,238,Colobura_dirce,primary
pr19,239,Archaeoprepona_demophon,primary
pr20,241,Catonephele_orites,primary
pr20,242,Opsiphanes_invirae,primary
pr20,243,Archaeoprepona_demophoon ,primary
pr20,244,Catonephele_orites,primary
pr20,245,Catonephele_orites,primary
pr09,246,Archaeoprepona_demophon,primary
pr09,247,Tigridia_acesta,primary
pr09,248,Caligo_idomeneus,primary
pr09,249,Morpho_helenor,primary
pr09,250,Colobura_dirce,primary
pr09,251,Catonephele_orites,primary
pr09,252,Catoblepia_soranus,primary
pr09,253,Morpho_helenor,primary
pr09,254,Archaeoprepona_demophon,primary
pr09,255,Archaeoprepona_demophon,primary
pr09,256,Prepona_pheridamas,primary
pr09,257,Archaeoprepona_demophon,primary
pr10,258,Prepona_pheridamas,primary
pr10,259,Tigridia_acesta,primary
pr10,260,Prepona_pheridamas,primary
pr10,261,Bia_actorion,primary
pr10,262,Colobura_dirce,primary
pr10,263,Archaeoprepona_licomedes,primary
pr10,264,Colobura_dirce,primary
pr10,265,Colobura_dirce,primary
pr10,266,Catonephele_orites,primary
pr10,267,Heliconius _wallacei,primary
pr11,268,Caligo_euphorbus,primary
pr11,269,Chloreuptychia_arnaca,primary
pr11,284,Morpho_menelaus,primary
pr11,270,Taygetis_cleopatra,primary
pr11,271,Colobura_dirce,primary
pr11,272,Morpho_helenor,primary
pr11,273,Colobura_dirce,primary
pr11,274,Taygetis_virgilia,primary
pr12,275,Taygetis_echo,primary
pr12,276,Catoblepia_soranus,primary
pr12,277,Nessaea_obrinus,primary
pr12,278,Colobura_dirce,primary
pr11,279,Archaeoprepona_demophon,primary
pr11,280,Taygetis_cleopatra,primary
pr11,281,Archaeoprepona_demophoon ,primary
pr11,282,Archaeoprepona_demophon,primary
pr11,283,Colobura_dirce,primary
pr13,284,Morpho_menelaus,primary
pr13,285,Pseudodebis_valentina,primary
pr13,286,Colobura_dirce,primary
pr13,287,Euselasia_toppini,primary
pr13,288,Archaeoprepona_licomedes,primary
pr14,289,Colobura_dirce,primary
pr14,290,Prepona_pheridamas,primary
pr14,291,Colobura_dirce,primary
pr14,292,Archaeoprepona_demophon,primary
pr14,293,Archaeoprepona_amphimachus,primary
pr14,294,Taygetis_cleopatra,primary
pr14,295,Taygetis_cleopatra,primary
pr14,296,Archaeoprepona_demophon,primary
pr13,297,Archaeoprepona_demophon,primary
pr13,298,Nessaea_obrinus,primary
pr13,300,Temenis_laothoe,primary
pr13,301,Euselasia_attrita,primary
pr13,302,Catoblepia_berecynthia,primary
pr13,303,Colobura_dirce,primary
pr19,304,Catoblepia_soranus,primary
pr19,305,Catoblepia_soranus,primary
pr19,306,Temenis_laothoe,primary
pr19,307,Morpho_helenor,primary
pr19,308,Morpho_helenor,primary
pr19,309,Morpho_helenor,primary
pr19,310,Euselasia_attrita,primary
pr19,311,Archaeoprepona_demophon,primary
pr19,312,Prepona_pheridamas,primary
pr19,313,Temenis_laothoe,primary
pr20,314,Colobura_dirce,primary
pr20,315,Archaeoprepona_amphimachus,primary
pr20,316,Archaeoprepona_demophon,primary
pr20,317,Colobura_dirce,primary
pr09,320,Nessaea_obrinus,primary
pr09,321,Paraeuptychia_ocirrhoe,primary
pr09,322,Colobura_dirce,primary
pr09,323,Caligo_teucer,primary
pr09,324,Morpho_helenor,primary
pr09,325,Catoblepia_berecynthia,primary
pr09,326,Colobura_dirce,primary
pr09,327,Colobura_dirce,primary
pr10,328,Colobura_dirce,primary
pr10,329,Prepona_claudina,primary
pr10,330,Catonephele_orites,primary
pr10,331,Bia_actorion,primary
pr10,332,Colobura_dirce,primary
pr10,333,Colobura_dirce,primary
pr10,334,Caligo_idomeneus,primary
pr10,335,Colobura_dirce,primary
pr10,336,Catoblepia_berecynthia,primary
pr10,337,Archaeoprepona_demophon,primary
pr10,338,Catonephele_orites,primary
pr10,339,Colobura_dirce,primary
pr11,341,Archaeoprepona_demophon,primary
pr11,342,Colobura_dirce,primary
pr11,343,Prepona_pheridamas,primary
pr11,344,Morpho_helenor,primary
pr11,345,Catoblepia_berecynthia,primary
pr11,346,Archaeoprepona_demophon,primary
pr11,347,Taygetis_thamyra,primary
pr12,348,Taygetis_echo,primary
pr12,349,Catoblepia_soranus,primary
pr12,350,Opsiphanes_invirae,primary
pr12,351,Catonephele_orites,primary
pr12,352,Morpho_helenor,primary
pr11,353,Prepona_pheridamas,primary
pr11,354,Morpho_helenor,primary
pr11,355,Morpho_helenor,primary
pr13,356,Tigridia_acesta,primary
pr13,357,Catonephele_orites,primary
pr13,358,Morpho_helenor,primary
pr13,359,Opsiphanes_cassiae,primary
pr13,360,Adelpha _malea,primary
pr13,361,Colobura_dirce,primary
pr13,362,Colobura_dirce,primary
pr13,363,Taygetis_cleopatra,primary
pr13,364,Taygetis_cleopatra,primary
pr13,365,Morpho_helenor,primary
pr14,368,Colobura_dirce,primary
pr14,369,Taygetis_virgilia,primary
pr14,370,Catoblepia_berecynthia,primary
pr14,371,Nessaea_obrinus,primary
pr14,372,Bia_actorion,primary
pr14,373,Colobura_dirce,primary
pr14,374,Chloreuptychia_herseis,primary
pr14,375,Prepona_pheridamas,primary
pr14,376,Archaeoprepona_demophon,primary
pr14,377,Catoblepia_berecynthia,primary
pr14,378,Catoblepia_soranus,primary
pr14,379,Opsiphanes_invirae,primary
pr14,380,Taygetis_cleopatra,primary
pr19,382,Catonephele_orites,primary
pr19,383,Prepona_pheridamas,primary
pr19,384,Catoblepia_soranus,primary
pr19,385,Colobura_dirce,primary
pr19,386,Prepona_pheridamas,primary
pr19,387,Catoblepia_berecynthia,primary
pr19,388,Archaeoprepona_amphimachus,primary
pr19,389,Colobura_dirce,primary
pr19,390,Colobura_dirce,primary
pr20,391,Catoblepia_soranus,primary
pr20,392,Colobura_dirce,primary
pr20,393,Taygetis_cleopatra,primary
pr20,394,Bia_actorion,primary
pr20,395,Taygetis_laches,primary
pr20,396,Archaeoprepona_demophon,primary
pr20,397,Morpho_helenor,primary
pr20,398,Taygetis_cleopatra,primary
pr20,399,Catonephele_orites,primary
pr20,400,Catoblepia_berecynthia,primary
pr20,401,Opsiphanes_cassiae,primary
pr20,402,Morpho_helenor,primary
pr20,403,Colobura_dirce,primary
pr20,404,Nessaea_obrinus,primary
pr20,405,Colobura_dirce,primary
pr20,406,Chloreuptychia_herseis,primary
pr09,408,Colobura_dirce,primary
pr09,409,Nessaea_obrinus,primary
pr09,410,Tigridia_acesta,primary
pr09,407,Taygetis_cleopatra,primary
pr09,411,Caligo_idomeneus,primary
pr09,412,Colobura_dirce,primary
pr09,413,Catoblepia_berecynthia,primary
pr09,414,Caligo_illioneus,primary
pr09,415,Morpho_helenor,primary
pr09,416,Morpho_helenor,primary
pr09,417,Catoblepia_berecynthia,primary
pr09,418,Archaeoprepona_demophon,primary
pr09,419,Prepona_laertes,primary
pr09,420,Catonephele_orites,primary
pr09,421,Colobura_dirce,primary
pr09,422,Archaeoprepona_demophon,primary
pr10,423,Colobura_dirce,primary
pr10,424,Temenis_laothoe,primary
pr10,425,Zaretis_isidora,primary
pr10,426,Colobura_dirce,primary
pr10,427,Colobura_dirce,primary
pr10,428,Bia_actorion,primary
pr10,429,Archaeoprepona_demophon,primary
pr10,430,Archaeoprepona_demophoon ,primary
pr10,431,Catonephele_orites,primary
pr10,432,Colobura_dirce,primary
pr10,433,Catonephele_orites,primary
pr10,434,Nessaea_obrinus,primary
pr10,435,Catoblepia_soranus,primary
pr10,436,Taygetis_cleopatra,primary
pr10,437,Archaeoprepona_demophon,primary
pr10,438,Archaeoprepona_demophon,primary
pr10,439,Catoblepia_soranus,primary
pr10,440,Morpho_helenor,primary
pr10,441,Archaeoprepona_demophon,primary
pr10,442,Colobura_dirce,primary
pr11,443,Archaeoprepona_amphimachus,primary
pr11,444,Taygetis_cleopatra,primary
pr11,445,Euptychoides_castrensis,primary
pr11,446,Archaeoprepona_demophon,primary
pr11,447,Tigridia_acesta,primary
pr11,448,Prepona_pheridamas,primary
pr11,449,Colobura_dirce,primary
pr11,450,Zaretis_isidora,primary
pr11,451,Colobura_dirce,primary
pr11,452,Morpho_helenor,primary
pr11,453,Colobura_dirce,primary
pr11,454,Catonephele_orites,primary
pr11,455,Archaeoprepona_demophoon ,primary
pr11,456,Taygetis_virgilia,primary
pr12,458,Archaeoprepona_licomedes,primary
pr12,459,Pyrrhogyra_edocla,primary
pr12,460,Morpho_helenor,primary
pr12,461,Opsiphanes_invirae,primary
pr12,462,Morpho_helenor,primary
pr12,463,Morpho_helenor,primary
pr12,464,Colobura_dirce,primary
pr12,465,Chloreuptychia_arnaca,primary
pr12,466,Adelpha _,primary
pr12,467,Cartea_vitula,primary
pr12,468,Dynastor_darius,primary
pr12,469,Catoblepia_berecynthia,primary
pr12,470,Prepona_pheridamas,primary
pr12,471,Paraeuptychia_binocula,primary
pr12,472,Colobura_dirce,primary
pr12,473,Colobura_dirce,primary
pr12,474,Colobura_dirce,primary
pr11,475,Morpho_helenor,primary
pr11,476,Morpho_helenor,primary
pr11,477,Morpho_helenor,primary
pr11,478,Colobura_dirce,primary
pr11,479,Prepona_pheridamas,primary
pr11,480,Archaeoprepona_demophon,primary
pr11,481,Zaretis_isidora,primary
pr11,482,Tigridia_acesta,primary
pr11,483,Catoblepia_soranus,primary
pr11,484,Catoblepia_berecynthia,primary
pr13,485,Pyrrhopyge_phidias,primary
pr13,486,Taygetis_cleopatra,primary
pr13,487,Prepona_claudina,primary
pr13,488,Colobura_dirce,primary
pr13,489,Archaeoprepona_demophon,primary
pr13,490,Archaeoprepona_amphimachus,primary
pr13,491,Nessaea_obrinus,primary
pr13,492,Zaretis_isidora,primary
pr13,493,Prepona_pheridamas,primary
pr13,494,Catoblepia_berecynthia,primary
pr13,495,Opsiphanes_cassiae,primary
pr13,496,Colobura_dirce,primary
pr14,497,Catoblepia_berecynthia,primary
pr14,498,Archaeoprepona_demophoon ,primary
pr14,499,Colobura_dirce,primary
pr14,500,Cissia_proba,primary
pr14,501,Colobura_dirce,primary
pr14,502,Taygetis_cleopatra,primary
pr14,503,Morpho_helenor,primary
pr14,504,Morpho_helenor,primary
pr14,505,Morpho_helenor,primary
pr14,506,Euptychoides_castrensis,primary
pr14,507,Catonephele_orites,primary
pr13,508,Catoblepia_soranus,primary
pr13,509,Catoblepia_berecynthia,primary
pr13,510,Catoblepia_soranus,primary
pr13,511,Taygetis_cleopatra,primary
pr13,512,Prepona_pheridamas,primary
pr19,513,Catonephele_orites,primary
pr19,514,Colobura_dirce,primary
pr19,516,Tigridia_acesta,primary
pr19,517,Catonephele_orites,primary
pr19,518,Colobura_dirce,primary
pr19,519,Catonephele_orites,primary
pr19,520,Archaeoprepona_amphimachus,primary
pr19,521,Caligo_eurilochus,primary
pr19,522,Catoblepia_berecynthia,primary
pr19,523,Archaeoprepona_demophon,primary
pr19,524,Colobura_dirce,primary
pr19,525,Nessaea_obrinus,primary
pr19,526,Colobura_dirce,primary
pr19,527,Colobura_dirce,primary
pr20,528,Morpho_helenor,primary
pr20,529,Prepona_pheridamas,primary
pr20,530,Archaeoprepona_demophon,primary
pr20,531,Taygetis_cleopatra,primary
pr20,532,Morpho_menelaus,primary
pr20,533,Catoblepia_soranus,primary
pr20,534,Euselasia_crinon,primary
pr20,535,Catonephele_orites,primary
pr20,536,Taygetis_sosis,primary
pr20,537,Tigridia_acesta,primary
pr09,540,Prepona_pheridamas,primary
pr09,541,Colobura_dirce,primary
pr09,542,Archaeoprepona_demophon,primary
pr09,543,Colobura_dirce,primary
pr09,544,Prepona_pheridamas,primary
pr09,545,Morpho_helenor,primary
pr09,546,Morpho_helenor,primary
pr09,547,Archaeoprepona_licomedes,primary
pr09,548,Catonephele_orites,primary
pr09,549,Colobura_dirce,primary
pr09,550,Caligo_brasiliensis,primary
pr09,551,Caligo_idomeneus,primary
pr09,552,Colobura_dirce,primary
pr09,553,Caligo_euphorbus,primary
pr09,554,Archaeoprepona_demophon,primary
pr09,555,Archaeoprepona_demophon,primary
pr09,556,Opsiphanes_invirae,primary
pr09,557,Tigridia_acesta,primary
pr09,558,Catoblepia_soranus,primary
pr09,559,Bia_actorion,primary
pr09,560,Archaeoprepona_demophon,primary
pr10,561,Prepona_laertes,primary
pr10,562,Morpho_helenor,primary
pr10,563,Chorinea_amazon,primary
pr10,564,Colobura_dirce,primary
pr10,565,Archaeoprepona_demophon,primary
pr10,566,Colobura_dirce,primary
pr10,567,Colobura_dirce,primary
pr10,568,Taygetis_larua,primary
pr10,569,Prepona_pheridamas,primary
pr10,570,Catoblepia_berecynthia,primary
pr10,571,Archaeoprepona_demophoon ,primary
pr10,572,Catoblepia_berecynthia,primary
pr10,573,Paraeuptychia_ocirrhoe,primary
pr10,574,Colobura_dirce,primary
pr10,575,Archaeoprepona_demophon,primary
pr10,576,Archaeoprepona_licomedes,primary
pr10,577,Prepona_pheridamas,primary
pr10,578,Prepona_pheridamas,primary
pr10,579,Morpho_helenor,primary
pr10,580,Colobura_dirce,primary
pr10,581,Catoblepia_soranus,primary
pr10,582,Prepona_pheridamas,primary
pr10,583,Prepona_laertes,primary
pr10,584,Morpho_helenor,primary
pr10,585,Opsiphanes_invirae,primary
pr10,586,Cissia_myncea,primary
pr10,587,Zaretis_isidora,primary
pr10,588,Taygetis_cleopatra,primary
pr10,589,Catoblepia_berecynthia,primary
pr11,592,Catoblepia_berecynthia,primary
pr11,593,Catoblepia_soranus,primary
pr11,594,Archaeoprepona_demophon,primary
pr11,595,Archaeoprepona_demophon,primary
pr11,596,Caligo_idomeneus,primary
pr11,597,Morpho_helenor,primary
pr11,598,Opsiphanes_cassina,primary
pr11,599,Catoblepia_soranus,primary
pr11,600,Catonephele_orites,primary
pr11,601,Zaretis_isidora,primary
pr11,602,Chloreuptychia_arnaca,primary
pr12,603,Morpho_helenor,primary
pr12,604,Catoblepia_berecynthia,primary
pr12,605,Morpho_helenor,primary
pr12,606,Opsiphanes_invirae,primary
pr12,607,Archaeoprepona_demophoon ,primary
pr12,608,Caligo_idomeneus,primary
pr12,609,Colobura_dirce,primary
pr12,611,Temenis_laothoe,primary
pr12,612,Taygetis_cleopatra,primary
pr12,613,Opsiphanes_invirae,primary
pr12,614,Colobura_dirce,primary
pr12,615,Tigridia_acesta,primary
pr12,616,Archaeoprepona_licomedes,primary
pr12,617,Taygetis_thamyra,primary
pr12,618,Archaeoprepona_demophon,primary
pr12,619,Prepona_pheridamas,primary
pr12,620,Catoblepia_soranus,primary
pr12,621,Chloreuptychia_herseis,primary
pr12,622,Zaretis_isidora,primary
pr11,623,Bia_actorion,primary
pr13,624,Archaeoprepona_amphimachus,primary
pr13,625,Colobura_dirce,primary
pr13,626,Temenis_laothoe,primary
pr13,627,Colobura_dirce,primary
pr13,628,Opsiphanes_cassiae,primary
pr13,629,Colobura_dirce,primary
pr13,630,Catoblepia_berecynthia,primary
pr13,631,Catoblepia_soranus,primary
pr13,632,Archaeoprepona_licomedes,primary
pr14,633,Catoblepia_soranus,primary
pr14,634,Catoblepia_soranus,primary
pr14,635,Tigridia_acesta,primary
pr14,636,Archaeoprepona_meander,primary
pr14,637,Archaeoprepona_demophoon ,primary
pr14,638,Archaeoprepona_demophoon ,primary
pr14,639,Catoblepia_soranus,primary
pr14,640,Colobura_dirce,primary
pr14,641,Prepona_pheridamas,primary
pr14,642,Prepona_pheridamas,primary
pr14,643,Catonephele_orites,primary
pr14,644,Prepona_pheridamas,primary
pr14,645,Magneuptychia_tricolor,primary
pr14,646,Archaeoprepona_demophoon ,primary
pr14,647,Catoblepia_berecynthia,primary
pr14,648,Opsiphanes_invirae,primary
pr14,649,Catonephele_orites,primary
pr14,650,Catoblepia_berecynthia,primary
pr14,651,Chloreuptychia_herseis,primary
pr14,652,Opsiphanes_invirae,primary
pr14,653,Morpho_helenor,primary
pr14,654,Morpho_helenor,primary
pr14,656,Archaeoprepona_demophoon ,primary
pr14,657,Colobura_dirce,primary
pr14,658,Prepona_pheridamas,primary
pr14,659,Tigridia_acesta,primary
pr14,660,Catoblepia_soranus,primary
pr14,661,Cissia_proba,primary
pr14,662,Nessaea_obrinus,primary
pr14,663,Bia_actorion,primary
pr14,664,Tigridia_acesta,primary
pr13,665,Catonephele_orites,primary
pr13,666,Catonephele_orites,primary
pr13,667,Colobura_dirce,primary
pr13,668,Archaeoprepona_licomedes,primary
pr13,669,Morpho_helenor,primary
pr13,670,Archaeoprepona_demophon,primary
pr13,671,Prepona_claudina,primary
pr19,672,Opsiphanes_invirae,primary
pr19,673,Temenis_laothoe,primary
pr19,674,Catonephele_orites,primary
pr19,675,Catonephele_orites,primary
pr19,676,Nessaea_obrinus,primary
pr19,677,Archaeoprepona_demophon,primary
pr19,678,Prepona_pheridamas,primary
pr19,679,Catonephele_orites,primary
pr19,680,Catonephele_orites,primary
pr19,681,Colobura_dirce,primary
pr19,682,Archaeoprepona_amphimachus,primary
pr19,683,Pyrrhogyra_amphiro,primary
pr19,684,Catoblepia_soranus,primary
pr20,685,Archaeoprepona_amphimachus,primary
pr20,686,Heliconius _numata,primary
pr20,687,Bia_actorion,primary
pr20,688,Bia_actorion,primary
pr20,689,Catonephele_orites,primary
pr20,691,Archaeoprepona_demophon,primary
pr20,692,Archaeoprepona_demophon,primary
pr20,693,Opsiphanes_invirae,primary
pr20,694,Augiades_epimethea,primary
pr20,695,Morpho_helenor,primary
pr20,696,Archaeoprepona_demophoon ,primary
pr20,697,Taygetis_cleopatra,primary
pr09,699,Colobura_dirce,primary
pr09,700,Prepona_pheridamas,primary
pr09,701,Chloreuptychia_herseis,primary
pr09,702,Morpho_helenor,primary
pr09,703,Catoblepia_soranus,primary
pr09,704,Morpho_helenor,primary
pr09,705,Caligo_idomeneus,primary
pr09,706,Colobura_dirce,primary
pr09,707,Archaeoprepona_demophon,primary
pr09,708,Prepona_pheridamas,primary
pr09,709,Archaeoprepona_demophon,primary
pr09,710,Prepona_pheridamas,primary
pr09,711,Colobura_dirce,primary
pr09,712,Archaeoprepona_demophon,primary
pr09,713,Archaeoprepona_demophon,primary
pr10,714,Archaeoprepona_demophon,primary
pr10,715,Archaeoprepona_amphimachus,primary
pr10,716,Historis_odius,primary
pr10,717,Temenis_laothoe,primary
pr10,718,Paraeuptychia_ocirrhoe,primary
pr10,719,Morpho_deidamia,primary
pr10,720,Prepona_pheridamas,primary
pr10,721,Archaeoprepona_demophon,primary
pr10,722,Catoblepia_soranus,primary
pr10,723,Archaeoprepona_demophon,primary
pr10,724,Catoblepia_berecynthia,primary
pr10,725,Archaeoprepona_demophoon ,primary
pr10,726,Archaeoprepona_demophon,primary
pr10,727,Prepona_pheridamas,primary
pr10,728,Colobura_dirce,primary
pr10,729,Catoblepia_soranus,primary
pr10,730,Prepona_pheridamas,primary
pr11,731,Archaeoprepona_demophoon ,primary
pr11,732,Opsiphanes_cassiae,primary
pr11,733,Catonephele_orites,primary
pr11,734,Catoblepia_soranus,primary
pr11,735,Morpho_helenor,primary
pr11,736,Archaeoprepona_licomedes,primary
pr11,737,Bia_actorion,primary
pr11,738,Bia_actorion,primary
pr11,739,Catoblepia_soranus,primary
pr11,740,Caligo_idomeneus,primary
pr11,741,Pyrrhogyra_stratonicius,primary
pr11,742,Catoblepia_berecynthia,primary
pr12,743,Dryas_iulia,primary
pr12,744,Catoblepia_berecynthia,primary
pr12,745,Nessaea_obrinus,primary
pr12,746,Eryphanis_automedon,primary
pr12,747,Taygetis_cleopatra,primary
pr12,748,Amarynthis_meneria,primary
pr12,749,Temenis_laothoe,primary
pr12,751,Colobura_dirce,primary
pr12,752,Chloreuptychia_arnaca,primary
pr11,753,Taygetis_cleopatra,primary
pr11,754,Bia_actorion,primary
pr11,755,Pyrrhogyra_amphiro,primary
pr11,756,Zaretis_isidora,primary
pr13,757,Colobura_dirce,primary
pr13,758,Catoblepia_berecynthia,primary
pr13,759,Prepona_pheridamas,primary
pr13,760,Morpho_helenor,primary
pr13,761,Prepona_pheridamas,primary
pr13,762,Chloreuptychia_herseis,primary
pr13,763,Tigridia_acesta,primary
pr14,764,Catoblepia_berecynthia,primary
pr14,766,Colobura_dirce,primary
pr14,767,Morpho_helenor,primary
pr14,768,Catoblepia_berecynthia,primary
pr14,769,Catonephele_orites,primary
pr14,770,Pseudodebis_valentina,primary
pr14,771,Archaeoprepona_demophon,primary
pr14,772,Prepona_pheridamas,primary
pr14,773,Archaeoprepona_demophon,primary
pr14,774,Catoblepia_soranus,primary
pr14,775,Morpho_helenor,primary
pr14,776,Taygetis_cleopatra,primary
pr14,777,Archaeoprepona_demophoon ,primary
pr14,784,Zaretis_isidora,primary
pr14,778,Taygetis_cleopatra,primary
pr13,779,Bia_actorion,primary
pr19,780,Morpho_helenor,primary
pr19,781,Heliconius _numata,primary
pr19,782,Archaeoprepona_demophon,primary
pr19,783,Archaeoprepona_demophon,primary
pr19,784,Zaretis_isidora,primary
pr19,785,Archaeoprepona_demophon,primary
pr19,786,Tigridia_acesta,primary
pr19,787,Prepona_amydon,primary
pr19,788,Archaeoprepona_demophoon ,primary
pr19,789,Colobura_dirce,primary
pr19,790,Zaretis_isidora,primary
pr19,792,Catoblepia_soranus,primary
pr19,793,Archaeoprepona_demophon,primary
pr19,794,Colobura_dirce,primary
pr19,795,Catonephele_orites,primary
pr20,797,Pseudodebis_valentina,primary
pr20,798,Morpho_helenor,primary
pr20,799,Archaeoprepona_demophon,primary
pr20,800,Tigridia_acesta,primary
pr20,801,Morpho_helenor,primary
pr20,802,Morpho_helenor,primary
pr20,803,Morpho_helenor,primary
lo08,805,Catoblepia_berecynthia,logged
lo08,806,Taygetis_thamyra,logged
lo08,807,Nessaea_obrinus,logged
lo08,808,Colobura_dirce,logged
lo08,809,Tigridia_acesta,logged
lo08,810,Catonephele_orites,logged
lo08,811,Prepona_pheridamas,logged
lo08,812,Nessaea_obrinus,logged
lo12,813,Caligo_idomeneus,logged
lo12,814,Eryphanis_automedon,logged
lo12,815,Catonephele_orites,logged
lo12,816,Bia_actorion,logged
lo12,817,Catonephele_orites,logged
lo12,818,Zaretis_isidora,logged
lo12,819,Chloreuptychia_herseis,logged
lo12,820,Archaeoprepona_demophon,logged
lo12,821,Zaretis_isidora,logged
lo12,822,Opsiphanes_invirae,logged
lo12,823,Morpho_helenor,logged
lo12,824,Nessaea_obrinus,logged
lo12,825,Morpho_helenor,logged
lo08,827,Prepona_pheridamas,logged
lo08,828,Archaeoprepona_demophoon ,logged
lo08,829,Chloreuptychia_herseis,logged
lo08,830,Taygetis_virgilia,logged
lo08,831,Prepona_amydon,logged
lo08,832,Archaeoprepona_demophoon ,logged
lo08,833,Colobura_dirce,logged
lo08,834,Catonephele_orites,logged
lo08,835,Nessaea_obrinus,logged
lo08,836,Paraeuptychia_ocirrhoe,logged
lo08,837,Temenis_laothoe,logged
lo08,838,Nessaea_obrinus,logged
lo28,839,Archaeoprepona_demophon,logged
lo28,840,Temenis_laothoe,logged
lo28,841,Catonephele_orites,logged
lo28,842,Paraeuptychia_ocirrhoe,logged
lo28,843,Colobura_dirce,logged
lo28,844,Nessaea_obrinus,logged
lo28,845,Nessaea_obrinus,logged
lo28,846,Catonephele_orites,logged
lo28,847,Zaretis_isidora,logged
lo28,848,Prepona_pheridamas,logged
lo28,849,Nessaea_obrinus,logged
lo28,850,Catoblepia_soranus,logged
lo28,851,Chloreuptychia_herseis,logged
lo28,852,Nessaea_obrinus,logged
lo28,853,Archaeoprepona_demophon,logged
lo28,855,Archaeoprepona_demophon,logged
lo28,856,Tigridia_acesta,logged
lo28,857,Colobura_dirce,logged
lo24,860,Colobura_dirce,logged
lo24,861,Zaretis_isidora,logged
lo24,862,Tigridia_acesta,logged
lo24,863,Zaretis_isidora,logged
lo24,864,Morpho_helenor,logged
lo24,865,Archaeoprepona_demophon,logged
lo24,866,Archaeoprepona_amphimachus,logged
lo24,867,Opsiphanes_quiteria,logged
